manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Nissan,Pathfinder,2005,827600,61938,Lagos,automatic,Petrol,E,Nigerian used,16
Kia,Sportage,2012,2698000,48740,Abuja,automatic,Petrol,C,Nigerian used,9
Nissan,Xterra,2001,682000,187202,Lagos,automatic,Petrol,E,Nigerian used,20
Mercedes-Benz,C320,2007,2474000,114300,Abuja,automatic,Petrol,C,Foreign used,14
Lexus,Rx 300,1999,1387600,250710,Ibadan,automatic,Petrol,D,Nigerian used,22
Kia,Sportage,2008,2082000,207527,Lagos,automatic,Petrol,D,Nigerian used,13
Volkswagen,Golf,2010,2586000,95243,Kaduna,automatic,Petrol,D,Foreign used,11
Toyota,Sienna,2011,5050000,148537,Lagos,automatic,Petrol,D,Foreign used,10
Toyota,Matrix,2006,1914000,203564,Abuja,automatic,Petrol,C,Nigerian used,15
Nissan,Altima,2015,7850000,90468,PortHarcourt,automatic,Petrol,E,Foreign used,6
Volvo,S80,2004,617500,135182,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Camry,2012,5722000,121327,Abuja,automatic,Petrol,C,Foreign used,9
Mitsubishi,Endeavor,2005,1130000,177366,Onitsha,automatic,Petrol,E,Nigerian used,16
Lexus,Es 350,2011,5274000,79740,Lagos,automatic,Petrol,C,Foreign used,10
Toyota,Corolla,2006,1018000,291578,Ibadan,manual,Petrol,E,Nigerian used,15
Toyota,Camry,2012,3930000,227223,Lagos,automatic,Petrol,D,Nigerian used,9
Kia,Sorento,2004,1018000,199566,Lagos,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,S550,2008,2810000,98354,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Avalon,2005,2026000,220195,Lagos,automatic,Petrol,C,Nigerian used,16
Hyundai,Accent,2013,2082000,57418,Lagos,automatic,Petrol,D,Nigerian used,8
Kia,Rio,2004,402000,107205,Lagos,manual,Petrol,D,Nigerian used,17
Mercedes-Benz,E350,2010,3930000,58653,Lagos,automatic,Petrol,C,Nigerian used,11
Toyota,Matrix,2006,2250000,106473,PortHarcourt,automatic,Petrol,D,Nigerian used,15
Kia,Optima,2007,1130000,65804,Lagos,automatic,Petrol,E,Nigerian used,14
Ford,Escape,2015,5274000,75127,Abuja,automatic,Petrol,C,Nigerian used,6
Toyota,Sequoia,2001,2250000,39630,Abuja,automatic,Petrol,C,Nigerian used,20
Toyota,4Runner,2003,794000,152996,Ibadan,automatic,Petrol,E,Nigerian used,18
Toyota,Camry,2003,1018000,246852,Ilorin,automatic,Petrol,D,Nigerian used,18
Honda,Odyssey,2003,1018000,197870,Abuja,automatic,Petrol,D,Nigerian used,18
Peugeot,307,2008,906000,227945,Abuja,manual,Petrol,C,Nigerian used,13
Kia,Cerato,2013,682000,252455,Lagos,automatic,Petrol,D,Nigerian used,8
Lexus,Gs,2000,906000,189102,Lagos,automatic,Petrol,D,Nigerian used,21
Toyota,Corolla,2014,6618000,60469,Lagos,automatic,Petrol,C,Foreign used,7
Toyota,Avalon,2000,850000,135698,Onitsha,automatic,Petrol,E,Nigerian used,21
Toyota,Matrix,2004,906000,34356,PortHarcourt,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,GL450,2007,2800000,89554,Onitsha,automatic,Petrol,D,Nigerian used,14
Toyota,Sienna,2004,3146000,237550,Lagos,automatic,Petrol,D,Foreign used,17
Toyota,Camry,2008,2810000,146314,Lagos,automatic,Petrol,D,Nigerian used,13
Ford,Escape,2005,1690000,168131,PortHarcourt,automatic,Petrol,D,Nigerian used,16
Toyota,Avensis,1999,850000,132921,Lagos,automatic,Petrol,D,Nigerian used,22
Ford,Explorer,2005,2362000,181952,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Venza,2013,7682000,107084,Ibadan,automatic,Petrol,C,Foreign used,8
Mitsubishi,Lancer,2011,1522000,77226,Lagos,automatic,Petrol,C,Nigerian used,10
Lexus,Rx 330,2004,3370000,113562,Lagos,automatic,Petrol,D,Nigerian used,17
Honda,Pilot,2007,3594000,303353,Lagos,automatic,Petrol,E,Nigerian used,14
Lexus,Is 250,2006,2474000,87995,Ibadan,automatic,Petrol,C,Nigerian used,15
Kia,Sorento,2015,2115600,144874,Lagos,automatic,Petrol,C,Nigerian used,6
Nissan,Armada,2004,1578000,53235,Lagos,automatic,Petrol,D,Nigerian used,17
BMW,320i,2008,1802000,189007,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Highlander,2008,3736775,128287,Ibadan,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,C300,2011,4154000,98550,Ilorin,automatic,Petrol,C,Foreign used,10
BMW,7 Series,2009,6170000,95759,Abuja,automatic,Petrol,C,Foreign used,12
Toyota,Corolla,2007,2026000,123205,Lagos,automatic,Petrol,D,Nigerian used,14
Hyundai,Sonata,2011,3930000,111447,Lagos,automatic,Petrol,D,Foreign used,10
Hyundai,Santa Fe,2008,1690000,114361,Abuja,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2007,3482000,84387,Lagos,automatic,Petrol,C,Foreign used,14
Mercedes-Benz,E350,2012,5162000,76857,Abuja,automatic,Petrol,C,Nigerian used,9
Volkswagen,Passat,2011,1914000,62596,Lagos,automatic,Petrol,D,Nigerian used,10
Kia,Rio,2020,5162000,32979,Lagos,automatic,Petrol,C,Nigerian used,1
Dodge,Caravan,2010,3930000,210816,Lagos,automatic,Petrol,C,Foreign used,11
Lexus,Rx 350,2006,2810000,252646,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Highlander,2008,3594000,182489,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2006,1700000,216370,Onitsha,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2004,1130000,92860,Lagos,automatic,Petrol,E,Nigerian used,17
Honda,Cr-V,2007,1746000,157681,Ibadan,automatic,Petrol,D,Nigerian used,14
Honda,Accord,2007,1354000,222283,Abuja,automatic,Petrol,C,Nigerian used,14
Honda,Accord,1994,458000,276633,Ilorin,manual,Petrol,D,Nigerian used,27
Toyota,Camry,2009,2138000,113211,Lagos,automatic,Petrol,D,Nigerian used,12
Honda,Accord,2005,850000,160115,Kaduna,automatic,Petrol,D,Nigerian used,16
Honda,Accord,2003,1242000,200456,Kaduna,automatic,Petrol,D,Nigerian used,18
Toyota,4Runner,2005,2250000,165951,Lagos,automatic,Petrol,E,Nigerian used,16
Honda,Accord,2003,906000,115667,Lagos,automatic,Petrol,C,Nigerian used,18
Ford,Explorer,2001,1018000,136575,Abuja,automatic,Petrol,D,Nigerian used,20
Toyota,Camry,2002,1354000,167544,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Camry,2003,1544400,291331,PortHarcourt,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2003,1723600,319458,Lagos,automatic,Petrol,D,Nigerian used,18
Nissan,Altima,2017,5386000,46159,Lagos,automatic,Petrol,C,Foreign used,4
Ford,Edge,2008,2250000,160349,Ilorin,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2007,1690000,159649,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Highlander,2011,7122000,71655,Ibadan,automatic,Petrol,D,Foreign used,10
Landrover,RANGE ROVER,2006,2250000,279480,Lagos,automatic,Petrol,C,Nigerian used,15
Lexus,LS460,2007,3146000,140443,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2007,3930000,240952,Lagos,automatic,Petrol,C,Foreign used,14
Mercedes Benz,B170,2008,2966800,209976,Ibadan,automatic,Petrol,D,Foreign used,13
Kia,Rio,2014,2138000,78020,Lagos,automatic,Petrol,C,Nigerian used,7
Ford,Econoline,2001,1690000,274391,Lagos,automatic,Petrol,E,Nigerian used,20
Honda,Civic,2012,3067600,103530,Ibadan,automatic,Petrol,D,Foreign used,9
Hyundai,Accent,2009,1018000,121640,Lagos,manual,Petrol,D,Nigerian used,12
Honda,Odyssey,2004,906000,259791,Lagos,automatic,Diesel,D,Nigerian used,17
Mercedes Benz,ML320,2002,1130000,203848,Abuja,automatic,Petrol,E,Nigerian used,19
Honda,Cr-V,2013,4714000,59244,Lagos,automatic,Petrol,C,Nigerian used,8
Mercedes-Benz,C350,2008,3594000,86506,Lagos,automatic,Petrol,C,Nigerian used,13
Mercedes-Benz,C250,2012,5610000,131405,Lagos,automatic,Petrol,D,Nigerian used,9
Honda,Odyssey,2007,1690000,173007,Lagos,automatic,Petrol,E,Nigerian used,14
Mitsubishi,L200,2014,3146000,99341,Lagos,manual,Petrol,E,Nigerian used,7
Lexus,ES300,1996,2586000,100441,PortHarcourt,automatic,Petrol,E,Foreign used,25
Honda,Odyssey,2006,2362000,155886,Lagos,automatic,Petrol,C,Foreign used,15
Toyota,Sienna,2005,1690000,179189,Abuja,automatic,Petrol,D,Nigerian used,16
Lexus,Rx 350,2007,3258000,160835,Lagos,automatic,Petrol,C,Nigerian used,14
Lexus,Rx 350,2006,2810000,141032,Lagos,automatic,Petrol,D,Nigerian used,15
Honda,Odyssey,1996,502800,169337,PortHarcourt,automatic,Petrol,D,Nigerian used,25
Ford,Explorer,2014,3047500,100278,Lagos,automatic,Petrol,D,Nigerian used,7
Ford,Edge,2012,4042000,97128,Lagos,automatic,Petrol,D,Nigerian used,9
Ford,F-150,2006,3594000,258401,Lagos,automatic,Petrol,E,Nigerian used,15
Lexus,Rx 350,2008,5498000,97743,Lagos,automatic,Petrol,C,Foreign used,13
Lexus,Rx 330,2005,2810000,174238,Kaduna,automatic,Petrol,C,Nigerian used,16
Mercedes-Benz,GLK350,2010,6842000,245146,Lagos,automatic,Petrol,C,Foreign used,11
Toyota,Corolla,2009,3829200,134801,Ibadan,automatic,Petrol,C,Foreign used,12
Toyota,Corolla,2004,1690000,140807,Abuja,automatic,Petrol,D,Nigerian used,17
Honda,Pilot,2010,4714000,91775,Abuja,automatic,Petrol,C,Nigerian used,11
Hyundai,Santa Fe,2010,3034000,119301,Lagos,automatic,Petrol,D,Nigerian used,11
Volkswagen,Jetta,2001,558800,109128,Ibadan,automatic,Petrol,E,Nigerian used,20
Mercedes-Benz,E350,2010,4490000,166061,Lagos,automatic,Petrol,E,Nigerian used,11
Foton,Tunland,2013,4938000,54470,Lagos,manual,Petrol,D,Nigerian used,8
Honda,Passport,2002,626000,134100,Lagos,automatic,Petrol,E,Nigerian used,19
Ford,Edge,2011,2922000,53207,Lagos,automatic,Petrol,D,Nigerian used,10
Mazda,Cx-7,2008,1018000,114423,Lagos,automatic,Petrol,E,Nigerian used,13
Toyota,Avensis,2012,3594000,60472,Lagos,automatic,Petrol,C,Nigerian used,9
Hyundai,Accent,2012,2026000,89950,Lagos,automatic,Petrol,E,Nigerian used,9
Nissan,Altima,2014,2810000,115075,Abuja,automatic,Petrol,C,Nigerian used,7
Lexus,Es 350,2007,3090000,224196,Akure,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2007,2362000,145363,Lagos,automatic,Petrol,E,Nigerian used,14
Infiniti,Ex,2009,2810000,104460,PortHarcourt,automatic,Petrol,D,Nigerian used,12
Toyota,Camry,2008,1802000,109984,Lagos,automatic,Petrol,D,Nigerian used,13
Kia,Sportage,2006,1466000,150617,Kaduna,automatic,Petrol,D,Nigerian used,15
Mercedes Benz,C220,1995,1410000,209225,Kaduna,automatic,Petrol,D,Nigerian used,26
Toyota,Corolla,2010,2250000,93501,Lagos,automatic,Petrol,C,Nigerian used,11
Nissan,Sentra,2013,3370000,94963,Lagos,automatic,Petrol,C,Nigerian used,8
Kia,Sportage,2012,3930000,81650,Lagos,automatic,Petrol,C,Nigerian used,9
Toyota,Camry,2013,5946000,109513,Abuja,automatic,Petrol,C,Foreign used,8
Lexus,ES330,2004,2750214,102864,Ibadan,automatic,Petrol,D,Nigerian used,17
Toyota,Corolla,2004,1914000,181067,Kaduna,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2012,4658000,125804,Lagos,automatic,Petrol,D,Foreign used,9
Mercedes-Benz,E350,2008,2586000,195641,Lagos,automatic,Petrol,C,Nigerian used,13
Nissan,Pathfinder,2001,715600,241182,Abuja,automatic,Petrol,D,Nigerian used,20
Toyota,4Runner,2004,1746000,95009,Lagos,automatic,Petrol,C,Nigerian used,17
Nissan,Quest,2004,2362000,159220,Abuja,automatic,Petrol,D,Foreign used,17
Ford,Edge,2007,2138000,160729,Lagos,automatic,Petrol,E,Nigerian used,14
Honda,Accord,2014,7290000,106954,Lagos,automatic,Petrol,E,Foreign used,7
Hyundai,Accent,2014,1690000,108900,Lagos,automatic,Petrol,E,Nigerian used,7
Lexus,Es 350,2014,2810000,59909,Abuja,automatic,Petrol,C,Nigerian used,7
Volkswagen,Passat,2007,1354000,161360,Ibadan,automatic,Petrol,D,Nigerian used,14
Mitsubishi,ASX,2013,3370000,60951,Lagos,automatic,Petrol,C,Nigerian used,8
Landrover,Lr3,2008,2474000,118749,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Highlander,2010,7161200,118232,Ibadan,automatic,Petrol,D,Foreign used,11
Honda,Cr-V,2013,4490000,55860,Lagos,automatic,Petrol,C,Nigerian used,8
Honda,Pilot,2007,1354000,190977,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2007,2418000,144363,Lagos,automatic,Petrol,C,Nigerian used,14
Lexus,GS 350,2008,5386000,169971,Lagos,automatic,Petrol,C,Foreign used,13
Nissan,Maxima,2011,2810000,70586,Abuja,automatic,Petrol,C,Nigerian used,10
Infiniti,G,2013,3930000,106482,Abuja,automatic,Petrol,C,Nigerian used,8
Volkswagen,Tiguan,2012,1802000,122278,Ilorin,automatic,Petrol,C,Nigerian used,9
Hyundai,Sonata,2011,2978000,84934,Ilorin,automatic,Petrol,D,Nigerian used,10
Nissan,Pathfinder,2006,1354000,198765,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Yaris,2008,1242000,169876,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Corolla,2014,4378000,42216,Lagos,automatic,Petrol,C,Nigerian used,7
Mercedes-Benz,C350,2009,5274000,155367,Ilorin,automatic,Petrol,C,Foreign used,12
Acura,Mdx,2002,1186000,119392,Lagos,automatic,Petrol,E,Nigerian used,19
Kia,Rio,2020,5050000,22138,Lagos,automatic,Petrol,C,Nigerian used,1
Volkswagen,Beatle,2012,4490000,185469,Lagos,automatic,Petrol,C,Foreign used,9
Toyota,4Runner,1999,1186000,143562,Lagos,automatic,Petrol,D,Nigerian used,22
Toyota,Camry,2007,2082000,130493,Lagos,automatic,Petrol,E,Nigerian used,14
Toyota,Corolla,2009,4042000,134776,Lagos,automatic,Petrol,C,Foreign used,12
Kia,Cerato,2007,738000,144132,Lagos,manual,Petrol,D,Nigerian used,14
Ford,Escape,2005,715600,204908,Lagos,automatic,Petrol,D,Nigerian used,16
Honda,Cr-V,2009,3706000,133499,Ilorin,automatic,Petrol,C,Foreign used,12
Toyota,Sienna,2004,2026000,5297,Lagos,automatic,Petrol,D,Nigerian used,17
Honda,Accord,2008,2698000,218851,Lagos,automatic,Petrol,E,Foreign used,13
Landrover,Range Rover Sport,2008,4602000,156512,PortHarcourt,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2007,2586000,140726,Abuja,automatic,Petrol,C,Nigerian used,14
Mercedes Benz,C220,1993,906000,74435,Kaduna,automatic,Petrol,D,Nigerian used,28
Toyota,Sienna,2001,1242000,217468,Lagos,automatic,Petrol,D,Nigerian used,20
Toyota,Camry,2008,1992400,112895,Ibadan,automatic,Petrol,D,Nigerian used,13
Toyota,Highlander,2009,3930000,93763,Onitsha,automatic,Petrol,D,Nigerian used,12
Nissan,Sentra,2007,2250000,140953,Lagos,automatic,Petrol,C,Foreign used,14
Landrover,Range Rover Sport,2007,3370000,115456,Lagos,automatic,Petrol,E,Nigerian used,14
Ford,Edge,2011,2474000,163081,Abuja,automatic,Petrol,D,Nigerian used,10
Honda,Accord Crosstour,2011,4266000,108452,Lagos,automatic,Petrol,D,Nigerian used,10
Honda,Accord,2002,570000,251436,Kaduna,automatic,Petrol,D,Nigerian used,19
Toyota,Corolla,2004,1466000,221299,Lagos,automatic,Petrol,D,Nigerian used,17
GMC,Acadia,2014,5274000,112892,Abuja,automatic,Petrol,C,Nigerian used,7
Lexus,Gs,2000,626000,118900,Lagos,automatic,Petrol,D,Nigerian used,21
Toyota,Yaris,2008,1466000,130771,Lagos,automatic,Petrol,D,Nigerian used,13
Ford,Edge,2010,2474000,89507,Lagos,automatic,Petrol,C,Nigerian used,11
Toyota,Avalon,2008,2922000,189005,Lagos,automatic,Petrol,C,Foreign used,13
Nissan,Primera,2002,794000,281250,Lagos,automatic,Petrol,E,Nigerian used,19
Toyota,Camry,2007,2026000,195091,Abuja,automatic,Petrol,E,Nigerian used,14
Ford,Edge,2011,5274000,95132,Lagos,automatic,Petrol,C,Foreign used,10
Volkswagen,Rabbit,2007,1018000,153280,Lagos,automatic,Petrol,D,Nigerian used,14
Lexus,Es 350,2007,4490000,187973,Lagos,automatic,Petrol,C,Foreign used,14
Mercedes-Benz,C300,2010,4490000,213007,Lagos,automatic,Petrol,C,Foreign used,11
Peugeot,607,2004,1242000,106111,Abuja,automatic,Petrol,D,Nigerian used,17
Ford,Edge,2010,3930000,127783,Lagos,automatic,Petrol,D,Nigerian used,11
Mercedes-Benz,R350,2006,2250000,159288,Lagos,automatic,Petrol,C,Nigerian used,15
Ford,Edge,2009,1578000,99817,Lagos,automatic,Petrol,E,Nigerian used,12
Honda,Pilot,2006,1466000,303879,Abuja,automatic,Petrol,C,Nigerian used,15
Toyota,Corolla,2008,2026000,161276,Lagos,automatic,Petrol,D,Nigerian used,13
Peugeot,508,2013,2922000,134920,Abuja,automatic,Petrol,C,Nigerian used,8
Nissan,X-Trail,2004,3034000,261799,Lagos,automatic,Petrol,D,Foreign used,17
Lexus,Gs 300,2006,4042000,86551,Ibadan,automatic,Petrol,D,Foreign used,15
Volvo,Xc90,2008,1690000,136895,Lagos,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,Ml550,2008,4490000,128794,PortHarcourt,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2007,2474000,196964,Lagos,automatic,Petrol,C,Nigerian used,14
Nissan,Xterra,2000,794000,133259,PortHarcourt,automatic,Petrol,E,Nigerian used,21
Ford,Explorer,2010,2250000,99479,Abuja,automatic,Petrol,C,Nigerian used,11
Honda,Civic,1999,906000,86093,Lagos,automatic,Petrol,D,Foreign used,22
Pontiac,Vibe,2007,2922000,299999,Ilorin,automatic,Petrol,D,Foreign used,14
Toyota,Camry,2012,3146000,73987,Abuja,automatic,Petrol,D,Nigerian used,9
Honda,Hr-V,2016,6730000,91615,Abuja,automatic,Petrol,C,Foreign used,5
Toyota,4Runner,2000,1242000,195134,PortHarcourt,automatic,Petrol,D,Nigerian used,21
Toyota,Camry,2007,2138000,299149,Abuja,automatic,Petrol,C,Nigerian used,14
Ford,Edge,2012,5050000,149003,Lagos,automatic,Petrol,D,Foreign used,9
Mazda,323,2001,682000,240628,Abuja,manual,Petrol,E,Nigerian used,20
Toyota,Corolla,2010,4266000,78394,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Lexus,GS 350,2007,2922000,242032,Lagos,automatic,Petrol,E,Foreign used,14
Toyota,Solara,2000,962000,249858,Ilorin,automatic,Petrol,E,Nigerian used,21
Honda,Accord,2013,4378000,149285,Ibadan,automatic,Petrol,D,Nigerian used,8
Mercedes-Benz,C200,2002,2810000,142819,Kaduna,automatic,Petrol,C,Foreign used,19
Honda,Accord,2009,1634000,22333,Ilorin,automatic,Petrol,E,Nigerian used,12
BMW,3 Series,2007,1914000,137992,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Corolla,2005,2362000,235012,Lagos,automatic,Petrol,D,Foreign used,16
Mercedes-Benz,R350,2006,2978000,100421,Lagos,automatic,Petrol,C,Foreign used,15
Toyota,Camry,2003,1634000,266263,Lagos,automatic,Petrol,C,Nigerian used,18
Toyota,Corolla,2001,850000,176884,Abuja,automatic,Petrol,D,Nigerian used,20
Ford,Edge,2007,3034000,170523,Lagos,automatic,Petrol,C,Foreign used,14
Lexus,Es 350,2007,5050000,149693,Abuja,automatic,Petrol,C,Foreign used,14
Landrover,Range Rover Sport,2006,4602000,223540,Abuja,automatic,Petrol,C,Foreign used,15
Lexus,Rx 300,2002,1802000,142560,PortHarcourt,automatic,Petrol,C,Nigerian used,19
Honda,Accord,2010,2138000,140320,Lagos,automatic,Petrol,C,Nigerian used,11
Ford,Focus,2012,1802000,196565,Abuja,automatic,Petrol,E,Nigerian used,9
Toyota,Sienna,2012,5050000,99246,Lagos,automatic,Petrol,C,Nigerian used,9
Honda,Accord,1996,514000,99999,Kaduna,automatic,Petrol,D,Nigerian used,25
Hyundai,Santa Fe,2010,2250000,183957,Akure,automatic,Petrol,C,Nigerian used,11
Toyota,Rav4,2011,4490000,104165,Lagos,automatic,Petrol,C,Foreign used,10
Toyota,Camry,2009,3123600,184450,Ibadan,automatic,Petrol,D,Foreign used,12
Honda,Pilot,2009,3370000,77855,Abuja,automatic,Petrol,C,Nigerian used,12
Landrover,RANGE ROVER,2006,3818000,178013,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Camry,2004,1130000,241887,Lagos,automatic,Petrol,E,Nigerian used,17
Honda,Odyssey,2011,2586000,133659,Lagos,automatic,Petrol,C,Nigerian used,10
BMW,3 Series,2002,2026000,226870,Kaduna,automatic,Petrol,D,Nigerian used,19
Mercedes-Benz,Ml350,2011,3610000,43175,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2010,2474000,110239,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Mercedes-Benz,GLK350,2010,5610000,84716,Lagos,automatic,Petrol,C,Nigerian used,11
Nissan,Note,2008,1466000,138695,Lagos,manual,Petrol,D,Nigerian used,13
Ford,Explorer,2006,1354000,164289,Ilorin,automatic,Petrol,D,Nigerian used,15
Toyota,Rav4,1995,962000,142444,Ilorin,manual,Petrol,D,Nigerian used,26
Toyota,Corolla,2008,2250000,80819,Onitsha,automatic,Petrol,D,Nigerian used,13
Lexus,Rx 330,2003,4714000,85277,Lagos,automatic,Petrol,C,Foreign used,18
Landrover,RANGE ROVER,2006,2922000,116965,Lagos,automatic,Petrol,D,Nigerian used,15
Audi,A5,2010,5050000,71117,Lagos,automatic,Petrol,C,Foreign used,11
Acura,Mdx,2012,3930000,115633,Lagos,automatic,Petrol,C,Nigerian used,9
Mercedes-Benz,A200,2005,2922000,201670,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Camry,2007,1802000,82064,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2016,5834000,64583,Abuja,automatic,Petrol,C,Nigerian used,5
Toyota,Camry,1999,906000,280527,Abuja,automatic,Petrol,D,Nigerian used,22
Ford,F-150,2008,1654126,272375,Ibadan,automatic,Petrol,D,Foreign used,13
Mercedes-Benz,C300,2008,2362000,63461,Lagos,automatic,Petrol,C,Nigerian used,13
Lexus,Rx 300,2003,1802000,221107,Lagos,automatic,Petrol,E,Nigerian used,18
Chrysler,Pt Cruiser,2007,1690000,85719,Onitsha,automatic,Petrol,D,Nigerian used,14
Kia,Sportage,2009,1578000,105229,Lagos,automatic,Petrol,C,Nigerian used,12
Toyota,Camry,2015,4826000,125481,Lagos,automatic,Petrol,C,Foreign used,6
Toyota,Rav4,2007,3986000,221203,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Sienna,2002,962000,234612,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Highlander,2002,1242000,256555,Abuja,automatic,Petrol,D,Nigerian used,19
Hyundai,Sonata,2011,2810000,99222,Ilorin,automatic,Petrol,C,Nigerian used,10
Mercedes-Benz,Ml500,2006,2810000,278853,Onitsha,automatic,Petrol,D,Nigerian used,15
Lexus,Gs 300,2006,3370000,160620,Abuja,automatic,Petrol,D,Foreign used,15
Honda,Accord,2008,2362000,201440,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Rav4,2008,4154000,92466,Lagos,automatic,Petrol,D,Foreign used,13
Lexus,Es 350,2010,6506000,174545,Lagos,automatic,Petrol,D,Foreign used,11
Toyota,Corolla,2005,2474000,267670,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Corolla,2006,2586000,270285,Lagos,automatic,Petrol,C,Foreign used,15
Nissan,Xterra,2002,738000,272305,Abuja,automatic,Petrol,D,Nigerian used,19
Volkswagen,Passat,2006,1690000,188192,Abuja,automatic,Petrol,C,Nigerian used,15
Honda,Accord,2003,1242000,234744,Lagos,automatic,Petrol,D,Nigerian used,18
Chevrolet,Optra,2008,1018000,272712,Kaduna,automatic,Petrol,C,Nigerian used,13
Toyota,Sienna,2000,1354000,230710,Lagos,automatic,Petrol,D,Nigerian used,21
Infiniti,Qx56,2011,6842000,57858,Lagos,automatic,Petrol,D,Nigerian used,10
Honda,Cr-V,2008,1802000,147203,Kaduna,automatic,Petrol,D,Nigerian used,13
Honda,Civic,2005,738000,277696,PortHarcourt,automatic,Petrol,D,Nigerian used,16
Ford,Fusion,2010,704400,86932,Akure,automatic,Petrol,D,Nigerian used,11
Honda,Cr-V,2008,1690000,90137,Lagos,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,GLK350,2010,6506000,142359,Abuja,automatic,Petrol,C,Nigerian used,11
Rover,600,1998,570000,235940,Abuja,automatic,Petrol,D,Nigerian used,23
Mercedes-Benz,C280,2006,1690000,114766,Lagos,automatic,Petrol,C,Nigerian used,15
Audi,A4,2009,3874000,206394,Lagos,automatic,Petrol,C,Foreign used,12
Peugeot,307,2001,850000,195235,Kaduna,manual,Petrol,D,Nigerian used,20
Honda,Cr-V,2005,1242000,167031,Abuja,automatic,Petrol,C,Nigerian used,16
